dre:449990	no KO assigned | (RefSeq) phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:565767	K18733 la-related protein 6 | (RefSeq) im:7142825, wu:fa55b04; zgc:162969
dre:334217	K10250 elongation of very long chain fatty acids protein 7 [EC:2.3.1.199] | (RefSeq) elovl7a, elovl7, fi36f02, wu:fi36f02, zgc:55879; ELOVL fatty acid elongase 7a
dre:368614	K06752 major histocompatibility complex, class II | (RefSeq) si:dz48c11.3; si:busm1-48c11.3
dre:334219	K07939 ADP-ribosylation factor 4 | (RefSeq) fi36f11, wu:fi36f11; zgc:77650
dre:566102	K11322 enhancer of polycomb-like protein | (RefSeq) epc1b, zgc:158364; enhancer of polycomb homolog 1 (Drosophila) b
dre:353363	K17094 annexin A6 | (RefSeq) anxa6, anx6; annexin A6
dre:567338	K16862 mitochondrial cardiolipin hydrolase [EC:3.1.4.-] | (RefSeq) pld6, fc55d08, wu:fc55d08, zgc:162591; phospholipase D family, member 6
dre:58051	K09301 homeobox protein HoxA/B/D1 | (RefSeq) hoxa1a, Hox-a1, hoxa3a, id:ibd3526, z-4; homeobox A1a
dre:368735	K13101 G patch domain and KOW motifs-containing protein | (RefSeq) gpkow, mp:zf637-1-001655, si:dz150f13.5, t54l, wu:fb38d03, zgc:152714; G patch domain and KOW motifs
dre:64265	K00157 aldehyde oxidase [EC:1.2.3.1] | (RefSeq) aox5, aox3, etID47878.22, fc18g02, wu:fc18g02, xdh; aldehyde oxidase 5
dre:565601	no KO assigned | (RefSeq) zgc:153654
dre:334270	K09881 acylglycerol kinase [EC:2.7.1.94] | (RefSeq) agk, fi38e09, mulk, wu:fi38e09, zgc:55462; acylglycerol kinase
dre:334273	K17275 plastin-1 | (RefSeq) pls1, wu:fi38g03, zgc:63494; plastin 1 (I isoform)
dre:570477	K03386 peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15] | (RefSeq) prdx4, fb59c09, wu:fb59c09, zgc:162938; peroxiredoxin 4
dre:60659	no KO assigned | (RefSeq) nitr3b, nitr, nitr3, nitr3b_2, nitr3d_7, nitr3r.1, nitr3r.3, nitr3r.9, si:dz221h6.1; novel immune-type receptor 3b
dre:334283	K12858 ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13] | (RefSeq) ddx23, wu:fi39b12, zgc:63742; DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
dre:571775	no KO assigned | (RefSeq) si:dkey-117k10.4; zgc:162025
dre:100049705	K05637 laminin, alpha 1/2 | (RefSeq) lama2; laminin, alpha 2
dre:403072	K12843 U4/U6 small nuclear ribonucleoprotein PRP3 | (RefSeq) prpf3, HPRP3, HPRP3P, wu:fa11f05; PRP3 pre-mRNA processing factor 3 homolog (yeast)
dre:334292	no KO assigned | (RefSeq) asun, fi39e09, wu:fi39e09, zgc:55466; asunder, spermatogenesis regulator homolog (Drosphila)
dre:793834	K07515 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] | (RefSeq) hadhab, im:7144234, zgc:158138; hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit b
dre:795289	no KO assigned | (RefSeq) dok6, zgc:162250; docking protein 6
dre:334296	no KO assigned | (RefSeq) mtfr1l, fam54b, fi39f11, wu:fi39f11, zgc:63922; mitochondrial fission regulator 1-like
dre:436808	no KO assigned | (RefSeq) rwdd1, zgc:92801; RWD domain containing 1
dre:797637	no KO assigned | (RefSeq) tmem119b, zgc:162245; transmembrane protein 119b
dre:494152	K14565 nucleolar protein 58 | (RefSeq) nop58, NOP5/NOP58, nol5, wu:fa93b01, zgc:65841; NOP58 ribonucleoprotein homolog (yeast)
dre:334300	K08798 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1] | (RefSeq) mark3a, fi39g08, mark3, wu:fi39g08, zgc:152848, zgc:55693; MAP/microtubule affinity-regulating kinase 3a
dre:334304	K01346 pancreatic elastase II [EC:3.4.21.71] | (RefSeq) ela2l, ctrc, elastaseB, fi40a05, wu:fi40a05, zgc:111871, zgc:63744; elastase 2 like
dre:799770	no KO assigned | (RefSeq) prss60.1, zgc:162180; protease, serine, 60.1
dre:334306	no KO assigned | (RefSeq) msto1, mst, wu:fi40a10, zgc:55470; misato 1, mitochondrial distribution and morphology regulator
dre:553293	no KO assigned | (RefSeq) pbxip1b, im:7138234, wu:fb12b01, zgc:158151; pre-B-cell leukemia homeobox interacting protein 1b
dre:334307	no KO assigned | (RefSeq) zc3h15, lerepo4, wu:fi40a12, zgc:55674; zinc finger CCCH-type containing 15
dre:286740	K17776 metaxin | (RefSeq) mtx1b, mtx1, zgc:101675; metaxin 1b
dre:373132	K00472 prolyl 4-hydroxylase [EC:1.14.11.2] | (RefSeq) p4ha2, zgc:91948; procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 2
dre:100000104	no KO assigned | (RefSeq) stra6l, zgc:162946; STRA6-like
dre:334316	K15196 transcription factor IIIB 90 kDa subunit | (RefSeq) brf1b, fi40c10, wu:fi40c10, zgc:63497; BRF1, RNA polymerase III transcription initiation factor b
dre:399646	K14365 four and a half LIM domains protein 1 | (RefSeq) fhl1a, fhl, fhla, zgc:92025; four and a half LIM domains 1a
dre:100003562	no KO assigned | (RefSeq) ecd, wu:fi43e02, zgc:66126; ecdysoneless homolog (Drosophila)
dre:100334658	no KO assigned | (RefSeq) dleu7; si:ch73-160h15.3
dre:100002095	no KO assigned | (RefSeq) zgc:162707
dre:407673	K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6] | (RefSeq) rpia, zgc:103524; ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)
dre:101154640	K04904 potassium voltage-gated channel Eag-related subfamily H member 1 | (RefSeq) kcnh1b, Eag1, Kv10.1; potassium voltage-gated channel, subfamily H (eag-related), member 1b
dre:557983	K12330 Rho guanine nucleotide exchange factor 1 | (RefSeq) arhgef1b, im:7155372, zgc:136551; Rho guanine nucleotide exchange factor (GEF) 1b
dre:334380	K06013 STE24 endopeptidase [EC:3.4.24.84] | (RefSeq) zmpste24, fi45a02, wu:fi45a02, zgc:55655; zinc metallopeptidase, STE24 homolog
dre:442923	K01027 3-oxoacid CoA-transferase [EC:2.8.3.5] | (RefSeq) oxct1a, oxct1, wu:fj36f06, wu:fj48g08, zgc:92003; 3-oxoacid CoA transferase 1a
dre:570457	K00157 aldehyde oxidase [EC:1.2.3.1] | (RefSeq) aox6, aox1, si:ch211-246m6.10; aldehyde oxidase 6
dre:100004331	K01745 histidine ammonia-lyase [EC:4.3.1.3] | (RefSeq) hal, zgc:136980; histidine ammonia-lyase
dre:334390	K17335 nuclear factor of activated T-cells 5 | (RefSeq) nfat5a, nfat5, wu:fi46f11, zgc:63502; nuclear factor of activated T-cells 5, tonicity-responsive a
dre:334389	no KO assigned | (RefSeq) ankmy2a, fi46e08, wu:fi46e08, zgc:55491; ankyrin repeat and MYND domain containing 2a
dre:793701	K18618 growth arrest-specific protein 7 | (RefSeq) gas7a, gas7; growth arrest-specific 7a
dre:492329	no KO assigned | (RefSeq) wu:fa99h06, wu:fj78h03; zgc:92107
dre:100004700	K07436 vitamin D3 24-hydroxylase [EC:1.14.15.16] | (RefSeq) cyp24a1, cyp24a1l; cytochrome P450, family 24, subfamily A, polypeptide 1
dre:334402	K15196 transcription factor IIIB 90 kDa subunit | (RefSeq) brf1a, brf1, wu:fi47f03, zgc:55543; BRF1, RNA polymerase III transcription initiation factor a
dre:799716	K11648 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 | (RefSeq) smarcb1a, zgc:92517; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1a
dre:100004469	K06791 immunoglobulin superfamily, member 11 | (RefSeq) igsf11, sc:d812, seurat; immunoglobulin superfamily member 11
dre:559140	no KO assigned | (RefSeq) ccdc79, si:dkey-30c15.5; coiled-coil domain containing 79
dre:334446	K14550 U3 small nucleolar RNA-associated protein 10 | (RefSeq) heatr1, BAP28, BAP28-like, fi69e12, flj10359, wu:fi69e12, zC146F4.2, zgc:63510; HEAT repeat containing 1
dre:101669768	K21032 beta-1,4-glucuronyltransferase 1 [EC:2.4.1.-] | (RefSeq) b4gat1, b3gnt1; beta-1,4-glucuronyltransferase 1
dre:334460	K16542 CDK5 regulatory subunit-associated protein 2 | (RefSeq) CDK5RAP2, fi74c05, wu:fi74c05; zgc:55582
dre:492332	K17079 optic atrophy protein 1 [EC:3.6.5.5] | (RefSeq) opa1, fk62d06, wu:fb77a10, wu:fk62d06, zgc:92092; optic atrophy 1 (autosomal dominant)
dre:101669769	no KO assigned | (RefSeq) gig2h; grass carp reovirus (GCRV)-induced gene 2h
dre:334470	K09404 forkhead box protein K | (RefSeq) foxk1, wu:fi75f05, zgc:66237; forkhead box K1
dre:565175	no KO assigned | (RefSeq) uncharacterized LOC565175
dre:100996239	K05255 relaxin | (RefSeq) rln1, RLN, relaxin, si:zfos-1462c8.3; relaxin 1
dre:334471	K18733 la-related protein 6 | (RefSeq) larp6, fi75f12, wu:fi75f12, zgc:66107; La ribonucleoprotein domain family, member 6
dre:326716	K20352 p24 family protein delta-1 | (RefSeq) tmed10, TMP21, fe06g04, wu:fb98e10, wu:fe06g04, zgc:85681; transmembrane p24 trafficking protein 10
dre:101243556	K12654 transmembrane protein 173 | (RefSeq) tmem173; transmembrane protein 173
dre:100034471	no KO assigned | (RefSeq) syt1b, si:dkey-30c15.14; synaptotagmin Ib
dre:492334	K14391 solute carrier family 5 (sodium/myo-inositol cotransporter), member 11 | (RefSeq) slc5a11, zgc:92080; solute carrier family 5 (sodium/inositol cotransporter), member 11
dre:334511	no KO assigned | (RefSeq) yipf3, fj97f06, wu:fj97f06, zgc:55279; Yip1 domain family, member 3
dre:100330410	K01077 alkaline phosphatase [EC:3.1.3.1] | (RefSeq) alp3; alkaline phosphatase 3
dre:30604	K01335 component factor B [EC:3.4.21.47] | (RefSeq) cfb, Bf-1, Brre-Bf, bf, zgc:114032; complement factor B
dre:572000	K17852 cytochrome P450 family 2 subfamily AA/AD | (RefSeq) cyp2aa1, zgc:162502; cytochrome P450, family 2, subfamily AA, polypeptide 1
dre:492338	no KO assigned | (RefSeq) zymnd12, CH73-261F6.1, zgc:92280; zinc finger, MYND-type containing 12
dre:558772	K09040 nuclear factor erythroid 2-related factor 1/3 | (RefSeq) nfe2l1b; nuclear factor, erythroid 2-like 1b
dre:735313	K17854 cytochrome P450 family 2 subfamily K | (RefSeq) cyp2k17, zgc:162815; cytochrome P450, family 2, subfamily K, polypeptide17
dre:492339	no KO assigned | (RefSeq) creg2, zgc:92257; cellular repressor of E1A-stimulated genes 2
dre:100005014	K06685 MOB kinase activator 1 | (RefSeq) mob1a, mobkl1b, wu:fv69d04, zgc:56189; MOB kinase activator 1A
dre:565974	K10434 microtubule-associated protein 9 | (RefSeq) map9, ASAP, a0274750, df:a0274750, im:7158971, si:ch73-34b5.1, xx:a0274750; microtubule-associated protein 9
dre:492340	K12389 battenin | (RefSeq) cln3, zgc:92244; ceroid-lipofuscinosis, neuronal 3
dre:724019	no KO assigned | (RefSeq) crb3b; crumbs homolog 3b
dre:492341	K14400 pre-mRNA cleavage complex 2 protein Pcf11 | (RefSeq) pcf11, im:6912257, im:7138745, wu:fc47a05, zgc:175013, zgc:92226; PCF11 cleavage and polyadenylation factor subunit
dre:555292	no KO assigned | (RefSeq) fb62c07, si:ch211-31o18.2, wu:fb62c07; zgc:162396
dre:334599	K20057 synaptojanin-2-binding protein | (RefSeq) synj2bp, fa14c06, wu:fa14c06, zgc:56207; synaptojanin 2 binding protein
dre:492343	K17617 CTD nuclear envelope phosphatase 1 [EC:3.1.3.16] | (RefSeq) ctdnep1a, dullard, im:7137489, wu:fi48e07, zgc:92207; CTD nuclear envelope phosphatase 1a
dre:556784	no KO assigned | (RefSeq) dtnbp1b, si:ch211-285p6.1; dystrobrevin binding protein 1b
dre:334644	K13340 peroxin-26 | (RefSeq) pex26, fk41g06, wu:fk41g06, zgc:64014; peroxisomal biogenesis factor 26
dre:171585	K02730 20S proteasome subunit alpha 1 [EC:3.4.25.1] | (RefSeq) psma6a; proteasome subunit alpha 6a
dre:492344	K17813 cytochrome P450 family 1 subfamily D | (RefSeq) cyp1d1, zgc:92205; cytochrome P450, family 1, subfamily D, polypeptide 1
dre:557625	no KO assigned | (RefSeq) tmem54b, si:dkey-148n22.3, tmem54; transmembrane protein 54b
dre:334701	no KO assigned | (RefSeq) rprd2a, fk52b12, rprd2, wu:fk52b12, zgc:63796; regulation of nuclear pre-mRNA domain containing 2a
dre:101180910	K12001 tripartite motif-containing protein 8 [EC:2.3.2.27] | (RefSeq) trim8a; tripartite motif containing 8a
dre:559078	no KO assigned | (RefSeq) fc76h06, wu:fc76h06; si:dkey-238c7.16
dre:100003481	K04461 protein phosphatase 1B [EC:3.1.3.16] | (RefSeq) ppm1bb, fc18g04, ppm1a, wu:fc18g04, zgc:92329; protein phosphatase, Mg2+/Mn2+ dependent, 1Bb
dre:558073	K09261 MADS-box transcription enhancer factor 2B | (RefSeq) mef2b, si:ch211-125m10.1; myocyte enhancer factor 2b
dre:334752	no KO assigned | (RefSeq) fam192a, fa02g12, wu:fa02g12, zgc:65774; family with sequence similarity 192, member A
dre:334784	K13188 RNA-binding protein 7 | (RefSeq) rbm7, CH73-374A6.3, fa03f03, wu:fa03f03, zgc:56619, zgc:77304; RNA binding motif protein 7
dre:100151464	no KO assigned | (RefSeq) cdkn1d; cyclin-dependent kinase inhibitor 1D
dre:402804	K18399 valacyclovir hydrolase [EC:3.1.-.-] | (RefSeq) bphl; biphenyl hydrolase-like (serine hydrolase)
dre:494040	K13738 CD2-associated protein | (RefSeq) cd2ap, cd2apl, fj51c01, im:7153970, si:ch211-207n9.1, wu:fj51c01, zgc:103705; CD2-associated protein
dre:406789	no KO assigned | (RefSeq) pank1a, fb79e08, wu:fb79e08, zgc:63556; pantothenate kinase 1a
dre:492349	K10270 F-box and leucine-rich repeat protein 4 | (RefSeq) fbxl4, zgc:92297; F-box and leucine-rich repeat protein 4
dre:334785	K11315 transcriptional adapter 3 | (RefSeq) tada3l, fa03f04, tada3, wu:fa03f04, zgc:63596; transcriptional adaptor 3 (NGG1 homolog, yeast)-like
dre:322121	no KO assigned | (RefSeq) abhd17aa, fb50g01, wu:fb50g01, zgc:162293; abhydrolase domain containing 17Aa
dre:100000842	K13136 gem associated protein 8 | (RefSeq) gemin8, wu:fd13g07, zgc:92177; gem (nuclear organelle) associated protein 8
dre:334839	K03144 transcription initiation factor TFIIH subunit 4 | (RefSeq) gtf2h4, wu:fa04h09, zgc:77721; general transcription factor IIH, polypeptide 4
dre:556465	K02519 translation initiation factor IF-2 | (RefSeq) mtif2, fb59c03, wu:fb59c03, zgc:162191; mitochondrial translational initiation factor 2
dre:792398	K10587 ubiquitin-protein ligase E3 A [EC:2.3.2.26] | (RefSeq) ube3a, im:7140733, zgc:92173; ubiquitin protein ligase E3A
dre:322533	K11140 aminopeptidase N [EC:3.4.11.2] | (RefSeq) anpepb, anpep, fb64c05, wu:fb64c05, zgc:136771; alanyl (membrane) aminopeptidase b
dre:30447	K06491 neural cell adhesion molecule | (RefSeq) ncam1a, fj56g09, ncam, ncam1, wu:fj56g09; neural cell adhesion molecule 1a
dre:568691	K04256 c-opsin | (RefSeq) tmtops2a, tmt1a; teleost multiple tissue opsin 2a
dre:334868	no KO assigned | (RefSeq) cnppd1, c2orf24, wu:fa05h07, zgc:55857; cyclin Pas1/PHO80 domain containing 1
dre:323089	K17616 CTD small phosphatase-like protein 2 [EC:3.1.3.-] | (RefSeq) ctdspl2b, ctdspl2, fb81c12, wu:fb81c12, zgc:162265; CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2b
dre:492355	no KO assigned | (RefSeq) ralab, fb14c06, wu:fb14c06, zgc:92116; v-ral simian leukemia viral oncogene homolog Ab (ras related)
dre:334936	K15332 tRNA (uracil-5-)-methyltransferase [EC:2.1.1.-] | (RefSeq) trmt2a, fa10b06, htf9c, wu:fa10b06, zgc:55519; tRNA methyltransferase 2 homolog A
dre:323315	no KO assigned | (RefSeq) fam115, fb95a05, tcaf, wu:fb95a05; zgc:162193
dre:334982	K20362 protein transport protein YIF1 | (RefSeq) yif1a, fa11c09, fk27h03, wu:fa11c09, wu:fk27h03, zgc:73136; Yip1 interacting factor homolog A (S. cerevisiae)
dre:492356	K12557 myosin-binding protein C, slow-type | (RefSeq) mybpc1, zgc:92073; myosin binding protein C, slow type
dre:282555	K00752 hyaluronan synthase [EC:2.4.1.212] | (RefSeq) has3, dg42III, xx:af190743gs1, xx:af190743gs2; hyaluronan synthase 3
dre:101101687	K05466 angiopoietin 2 | (RefSeq) angpt2a, ang2-1; angiopoietin 2a
dre:323702	K09364 POU domain transcription factor, class 2 | (RefSeq) pou2f1b, fc07d06, wu:fc07d06, zgc:158360; POU class 2 homeobox 1b
dre:492358	no KO assigned | (RefSeq) cx28.9, cx20c, fd51f05, gjac, si:dkey-261a18.3, wu:fd51f05, zgc:92056; connexin 28.9
dre:335015	no KO assigned | (RefSeq) fam76b, fa11h02, wu:fa11h02, zgc:73333; family with sequence similarity 76, member B
dre:325751	K17563 coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial | (RefSeq) chchd3b, fd08g06, wu:fd08g06, zgc:162618; coiled-coil-helix-coiled-coil-helix domain containing 3b
dre:326710	K08653 membrane-bound transcription factor site-1 protease [EC:3.4.21.112] | (RefSeq) mbtps1, s1p, wu:fe06e05; membrane-bound transcription factor peptidase, site 1
dre:554509	K02603 origin recognition complex subunit 1 | (RefSeq) orc1, orc1l, wu:fa11h08, zgc:55976; origin recognition complex, subunit 1
dre:492359	no KO assigned | (RefSeq) wu:fi06d09; zgc:91976
dre:100003994	no KO assigned | (RefSeq) fd11f03, wu:fd11f03; zgc:162198
dre:335025	K02152 V-type H+-transporting ATPase subunit G | (RefSeq) atp6v1g1, wu:fa12a02, wu:fq38h02, zgc:73282; ATPase, H+ transporting, lysosomal, V1 subunit G1
dre:492361	K08272 calcium binding protein 39 | (RefSeq) cab39l, wu:fc52g02, zgc:92575; calcium binding protein 39-like
dre:564017	K04222 tachykinin receptor 1 | (RefSeq) tacr1b, nk1b, si:ch211-161n19.3; tachykinin receptor 1b
dre:335083	K10365 capping protein (actin filament) muscle Z-line, beta | (RefSeq) capzb, wu:fk65f06, zgc:66149; capping protein (actin filament) muscle Z-line, beta
dre:335119	K13963 serpin B | (RefSeq) serpinb1l3, fk71e06, wu:fk71e06, zgc:64178; serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 3
dre:327345	K08804 serine/threonine kinase 17 [EC:2.7.11.1] | (RefSeq) stk17a, fi04a03, wu:fi04a03, zgc:158623; serine/threonine kinase 17a
dre:335124	K13617 protein phosphatase methylesterase 1 [EC:3.1.1.89] | (RefSeq) ppme1, fk72d03, wu:fk72d03, zgc:56239; protein phosphatase methylesterase 1
dre:100331481	K11598 20S proteasome subunit beta 11 [EC:3.4.25.1] | (RefSeq) psmb11b; proteasome subunit beta 5tb
dre:335158	K05747 Wiskott-Aldrich syndrome protein | (RefSeq) wasb, was, wu:fk81c08, zgc:64164; Wiskott-Aldrich syndrome (eczema-thrombocytopenia) b
dre:387301	K05218 P2X purinoceptor 4 | (RefSeq) p2rx4b, p2rx4.2, p2xr4.2; purinergic receptor P2X, ligand-gated ion channel, 4b
dre:337771	no KO assigned | (RefSeq) fj40d12, hm:zewp0159, wu:fj40d12; zgc:162858
dre:335206	no KO assigned | (RefSeq) arrdc2, wu:fb70a10, wu:fk89c02, zgc:85652; arrestin domain containing 2
dre:492364	K04707 E3 ubiquitin-protein ligase CBL [EC:2.3.2.27] | (RefSeq) cbl, wu:fd16a12, zgc:92560; Cbl proto-oncogene, E3 ubiquitin protein ligase
dre:799637	K15626 nuclear protein, 1 | (RefSeq) nupr1, wu:fd46g12; nuclear protein 1
dre:335236	K14315 nucleoporin NDC1 | (RefSeq) ndc1, tmem48, wu:fk93f04, zgc:55636; NDC1 transmembrane nucleoporin
dre:100884132	K15494 protein phosphatase 1 regulatory subunit 1B | (RefSeq) ppp1r1b; protein phosphatase 1, regulatory (inhibitor) subunit 1B
dre:336363	no KO assigned | (RefSeq) fam162a, fam162b, fb08c12, wu:fb08c12, zgc:162943; family with sequence similarity 162, member A
dre:492459	K10066 collectin sub-family member 11 | (RefSeq) colec11, wu:fb82e09, zgc:103572; collectin sub-family member 11
dre:335257	no KO assigned | (RefSeq) lmbrd2b, fk97a10, wu:fk97a10, zgc:73387; LMBR1 domain containing 2b
dre:336623	K05768 gelsolin | (RefSeq) gsnb, gsnl, gsnl2, wu:fa92a06, wu:fb15e01, wu:fc14a07, wu:fc28h09; gelsolin b
dre:492461	K10874 RAD52 motif-containing protein 1 | (RefSeq) rdm1; zgc:103564
dre:100004969	no KO assigned | (RefSeq) eva1ba, fa66f05, fam176ba, wu:fa66f05, zgc:162212; eva-1 homolog Ba (C. elegans)
dre:335339	K08829 male germ cell-associated kinase [EC:2.7.11.22] | (RefSeq) mak, Ick, fj04c02, wu:fj04c02, zgc:56603; male germ cell-associated kinase
dre:492462	K20362 protein transport protein YIF1 | (RefSeq) yif1b, zgc:103562; Yip1 interacting factor homolog B (S. cerevisiae)
dre:335357	K19904 synaptotagmin-4 | (RefSeq) syt4, wu:fj05d11, zgc:73240; synaptotagmin IV
dre:337155	K11282 nucleosome assembly protein 1-like 4 | (RefSeq) nap1l4a, cb910, nap1l4, wu:fa99c07; nucleosome assembly protein 1-like 4a
dre:492463	K10569 endonuclease VIII-like 3 | (RefSeq) neil3, zgc:103553; nei-like DNA glycosylase 3
dre:335409	no KO assigned | (RefSeq) socs3a, fj09e12, socs3, wu:fj09e12, zgc:56537; suppressor of cytokine signaling 3a
dre:335444	K06689 ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23] | (RefSeq) ube2d2l, ube2d2, wu:fj13d01, zgc:73200; ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)
dre:100148927	no KO assigned | (RefSeq) mettl8, zgc:103547; methyltransferase like 8
dre:570643	K03900 von Willebrand factor | (RefSeq) vwf, si:ch1073-474e24.1; von Willebrand factor
dre:566054	no KO assigned | (RefSeq) rspo2, si:ch211-149p10.1; R-spondin 2
dre:368477	K13499 chondroitin sulfate synthase [EC:2.4.1.175 2.4.1.226] | (RefSeq) chsy3, si:bac7cse.2, si:xx-bac7cse.2; chondroitin sulfate synthase 3
dre:335485	K01080 phosphatidate phosphatase [EC:3.1.3.4] | (RefSeq) plpp2b, fj16e10, ppap2c, ppap2cb, wu:fj16e10, zgc:66434; phospholipid phosphatase 2b
dre:492466	no KO assigned | (RefSeq) glt8d1, wu:fc60b12, zgc:103525; glycosyltransferase 8 domain containing 1
dre:192338	K02540 DNA replication licensing factor MCM2 [EC:3.6.4.12] | (RefSeq) mcm2, cb737, chunp6905; minichromosome maintenance complex component 2
