dre:449990	phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:436586	ccm2, si:dkeyp-86f6.1, valentine, vtn, zgc:110233; cerebral cavernous malformation 2
dre:405892	nlk1, nlk, nlkb, zgc:111875; nemo-like kinase, type 1 (EC:2.7.11.24); K04468 nemo like kinase [EC:2.7.11.24]
dre:393865	zgc:77880 (EC:2.3.1.225)
dre:393444	pygmb, zgc:63642; phosphorylase, glycogen, muscle b (EC:2.4.1.1)
dre:557111	hs3st1l1, 3-OST-7, 3OST7, HS3st7; heparan sulfate (glucosamine) 3-O-sulfotransferase 1-like1 (EC:2.8.2.-); K01024 [heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC:2.8.2.23]
dre:445477	abrab, abra, zgc:92005; actin binding Rho activating protein b
dre:114436	dusp5, wu:fc03b11, wu:fc86e02; dual specificity phosphatase 5 (EC:3.1.3.48); K04459 dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]
dre:322481	cel.1, Cel, fb62e11, wu:fb62e11, zgc:66457, zgc:92042; carboxyl ester lipase, tandem duplicate 1 (EC:3.1.1.-); K12298 bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]
dre:436917	notum1b, zgc:92474; notum pectinacetylesterase homolog 1b (Drosophila)
dre:541518	armt1, CH73-109I14.2, zgc:110816; acidic residue methyltransferase 1 (EC:2.1.1.-)
dre:407980	ppp1caa, wu:fc04c08, wu:fc09b07, wu:fc30g11, wu:fe05h08, zgc:85729; protein phosphatase 1, catalytic subunit, alpha isozyme a (EC:3.1.3.16); K06269 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
dre:353314	dusp6, Mkp3, wu:fd99d09; dual specificity phosphatase 6 (EC:3.1.3.48); K04459 dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]
dre:322508	h1fx, cb1061, wu:fb12d01, wu:fb63d02; H1 histone family, member X; K11275 histone H1/5
dre:403063	araf, wu:fk45h07, zgc:92074; A-Raf proto-oncogene, serine/threonine kinase (EC:2.7.11.13); K08845 A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
dre:406688	got2a, got2, zgc:66329; glutamic-oxaloacetic transaminase 2a, mitochondrial (EC:2.6.1.1); K14455 aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
dre:573994	cell, zgc:112377; carboxyl ester lipase, like (EC:3.1.1.-); K12298 bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]
dre:116517	adh5, ADH3, wu:fb60b11; alcohol dehydrogenase 5 (EC:1.1.1.284); K00121 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
dre:571795	zdhhc5a, si:dkey-28b4.5; zinc finger, DHHC-type containing 5a (EC:2.3.1.225); K18932 palmitoyltransferase [EC:2.3.1.225]
dre:64265	aox5, aox3, etID47878.22, fc18g02, wu:fc18g02, xdh; aldehyde oxidase 5; K00157 aldehyde oxidase [EC:1.2.3.1]
dre:767734	ptk6b, zgc:153964; PTK6 protein tyrosine kinase 6b (EC:2.7.10.2); K08894 protein tyrosine kinase 6 [EC:2.7.10.2]
dre:564527	wwp2, id:ibd1121, wu:fo87e10, zgc:154036; WW domain containing E3 ubiquitin protein ligase 2 (EC:6.3.2.-); K05630 atrophin-1 interacting protein 2 (WW domain containing E3 ubiquitin protein ligase 2) [EC:2.3.2.26]
dre:497637	xirp1, cmya1, xin; xin actin binding repeat containing 1
dre:100006675	prkcba, Pkc53E, prkcb1l, zgc:64063; protein kinase C, beta a (EC:2.7.11.13); K19662 classical protein kinase C beta type [EC:2.7.11.13]
dre:100170782	im:7157221; zgc:194879 (EC:2.8.2.-); K09671 carbohydrate 6-sulfotransferase 6 [EC:2.8.2.-]
dre:373074	dnd1, cb736, dnd, wu:fi22d10, zgc:111864; DND microRNA-mediated repression inhibitor 1
dre:327301	ppp1cab, Ppp1ca, fb18b03, fd20h04, wu:fb18b03, wu:fd20h04, wu:fl22a03, zgc:55744, zgc:76940; protein phosphatase 1, catalytic subunit, alpha isozyme b (EC:3.1.3.16); K06269 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
dre:402940	pnp4b, zgc:77825; purine nucleoside phosphorylase 4b (EC:2.4.2.1)
dre:570510	notum1a, notum3; notum pectinacetylesterase homolog 1a (Drosophila) (EC:3.1.1.-); K19882 O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
dre:445057	dusp2, wu:fj40g04, zgc:91929; dual specificity phosphatase 2 (EC:3.1.3.48); K04459 dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]
dre:406496	aldoab, hm:zeh0036, zgc:77696; aldolase a, fructose-bisphosphate, b (EC:4.1.2.13); K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
dre:494489	atp2a1l, im:7145237, si:ch211-198p7.3, zgc:154094; ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 like (EC:3.6.3.8); K05853 Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]
dre:566857	poln, si:dkey-11k2.4; polymerase (DNA directed) nu (EC:2.7.7.7); K16618 DNA polymerase nu [EC:2.7.7.7]
dre:100149618	P2Y purinoceptor 12-like; K04298 purinergic receptor P2Y, G protein-coupled, 12
dre:799648	muc13b, zgc:175131; mucin 13b, cell surface associated
dre:30338	hoxb2a, Z-151, hm:zehn0229, hoxb2; homeobox B2a; K09302 homeobox protein HoxA/B2
dre:30210	mafba, kr, kreisler, krml, mafb, val, wu:fc22d11, wu:fj82a09; v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba; K09036 transcription factor MAFB
dre:30721	pdx1, ipf1, pdx-1, zgc:100874; pancreatic and duodenal homeobox 1; K07594 insulin promoter factor 1
dre:57970	copz1, CHUNP6876; coatomer protein complex, subunit zeta 1
dre:334402	brf1a, brf1, wu:fi47f03, zgc:55543; BRF1, RNA polymerase III transcription initiation factor a; K15196 transcription factor IIIB 90 kDa subunit
dre:192324	cct7, chunp6934, fb38h02, fc05g05, wu:fb38h02, wu:fc05g05; chaperonin containing TCP1, subunit 7 (eta); K09499 T-complex protein 1 subunit eta
dre:570457	aox6, aox1, si:ch211-246m6.10; aldehyde oxidase 6 (EC:1.2.3.1); K00157 aldehyde oxidase [EC:1.2.3.1]
dre:751691	coq6, zgc:153379; coenzyme Q6 monooxygenase (EC:1.14.13.-); K06126 ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
dre:553465	sik1, fj78h07, si:ch211-235e18.3, wu:fj78h07; salt-inducible kinase 1 (EC:2.7.11.1); K19008 serine/threonine-protein kinase SIK1 [EC:2.7.11.1]
dre:100002261	taf7, CHUNP6888; TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor; K03132 transcription initiation factor TFIID subunit 7
dre:192326	cct2, CHUNP6883, fa26a01, fc58a11, wu:fa26a01, wu:fc58a11; chaperonin containing TCP1, subunit 2 (beta); K09494 T-complex protein 1 subunit beta
dre:192327	cct3, chunp6930, wu:fb13f04, wu:fb52a02, wu:fj48b06; chaperonin containing TCP1, subunit 3 (gamma); K09495 T-complex protein 1 subunit gamma
dre:406326	cstf3, wu:fa99c02, wu:fb18b09, zgc:56028; cleavage stimulation factor, 3' pre-RNA, subunit 3; K14408 cleavage stimulation factor subunit 3
dre:572548	dclk2a, cb572, dclk, dclk2, sb:cb572, si:dkey-180n16.1; doublecortin-like kinase 2a (EC:2.7.11.1); K08805 doublecortin-like kinase 1/2 [EC:2.7.11.1]
dre:30098	hhex, hex; hematopoietically expressed homeobox; K08024 homeobox protein HEX
dre:100317356	ltb4r, si:ch211-272h9.1, si:ch211-272h9.2; leukotriene B4 receptor
dre:402843	sfrp1a, Srfp1a, sfrp1, wu:fd19b09; secreted frizzled-related protein 1a; K02166 secreted frizzled-related protein 1
dre:553256	slc6a19a.1, slc6a19a, zgc:162095; solute carrier family 6 (neutral amino acid transporter), member 19a, tandem duplicate 1; K05334 solute carrier family 6 (neurotransmitter transporter) member 19
dre:553777	znf989, zgc:110238; zinc finger protein 989
dre:777754	wdr48a, zgc:153492; WD repeat domain 48a; K15361 WD repeat-containing protein 48
dre:557295	znf973, zgc:174651; zinc finger protein 973
dre:798047	znf1001, zgc:174234; zinc finger protein 1001
dre:105751184	ltb4r2b, LTB4R, si:dkeyp-66d1.2; leukotriene B4 receptor 2b
dre:799653	znf1004, zgc:171418; zinc finger protein 1004
dre:503768	znf971, zgc:113098; zinc finger protein 971
dre:793476	znf1003, zgc:174712; zinc finger protein 1003
dre:562615	znf1015, zgc:113381; zinc finger protein 1015
dre:334682	wdr48b, fk50c12, wd48, wdr48, wu:fd19a04, wu:fk50c12, zgc:66229; WD repeat domain 48b; K15361 WD repeat-containing protein 48
dre:105751185	ltb4r2a, LTB4R; leukotriene B4 receptor 2a
dre:560276	znf983, si:dkey-20i20.5; zinc finger protein 983
dre:568958	fc46h12; wu:fc46h12
dre:558116	sb:cb139, wu:fb64e03; zgc:174888
dre:796017	si:ch211-215a9.5; K18177 cytochrome c oxidase assembly factor 4
dre:565176	alx1, CART-1, cart1, si:ch211-154h20.1; ALX homeobox 1; K09334 cartilage homeoprotein 1
dre:100137121	znf1070, zgc:174311; zinc finger protein 1070
dre:100002196	mgarp; si:ch211-235e9.8
dre:751101	pthrp2; si:ch211-112d9.1
dre:393251	tspan31, sas, zgc:56710; tetraspanin 31; K17356 tetraspanin-13/31
dre:558650	pllp, si:dkey-73n10.4; plasmolipin
dre:565096	znf1041, zgc:174697; zinc finger protein 1041
dre:504167	gpr22a, gpr22, si:dkey-217k21.4; G protein-coupled receptor 22a; K04319 G protein-coupled receptor 22
dre:100141492	znf1077, zgc:174273; zinc finger protein 1077
dre:100150965	si:dkey-73n8.3
dre:565811	tshz3b, tshz3; teashirt zinc finger homeobox 3b; K09236 teashirt
dre:100141335	znf1051, zgc:174708; zinc finger protein 1051
dre:100000764	cxcr7b; si:dkey-191g15.12
dre:563864	si:ch73-173h19.3
dre:100126141	znf1069, zgc:173708; zinc finger protein 1069
dre:569852	znf1068, zgc:173710; zinc finger protein 1068
dre:799904	si:ch73-359m17.2
dre:100334344	si:ch211-195b11.3
dre:562838	rac1b, zgc:136799; ras-related C3 botulinum toxin substrate 1b (rho family, small GTP binding protein Rac1); K04392 Ras-related C3 botulinum toxin substrate 1
dre:405816	ppp2r2d, zgc:76887; protein phosphatase 2, regulatory subunit B, delta; K04354 serine/threonine-protein phosphatase 2A regulatory subunit B
dre:30443	ctslb, catL, cb15, ctsl, ctsl1b, hgg1, wu:fb30g09; cathepsin Lb; K01365 cathepsin L [EC:3.4.22.15]
dre:393934	ube2d2, zgc:55886, zgc:77149; ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast) (EC:6.3.2.19); K06689 ubiquitin-conjugating enzyme E2 D/E [EC:2.3.2.23]
dre:692319	pde12, 2'-pde, wu:fi42f03, zgc:136374; phosphodiesterase 12 (EC:3.1.13.4); K19612 2',5'-phosphodiesterase [EC:3.1.13.4 3.1.4.-]
dre:767794	mdh1b, zgc:153922; malate dehydrogenase 1B, NAD (soluble) (EC:1.1.1.-)
dre:572011	slmapa, wu:fa03e05, zgc:153887; sarcolemma associated protein a
dre:436745	atp2b3a, atp2b3, pmca3a, wu:fk54d07, zgc:92885; ATPase, Ca++ transporting, plasma membrane 3a (EC:3.6.3.8)
dre:393115	apex2, zgc:55889; APEX nuclease (apurinic/apyrimidinic endonuclease) 2 (EC:4.2.99.18); K10772 AP endonuclease 2 [EC:4.2.99.18]
dre:373131	hsd3b2, cb723, hsd3b1, zgc:122972; hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2; K00070 3beta-hydroxy-delta5-steroid dehydrogenase / steroid delta-isomerase [EC:1.1.1.145 5.3.3.1]
dre:373124	pip4k2ca, Pip5k2c, cb770, pip4k2c, pip5k2, zgc:56046; phosphatidylinositol-5-phosphate 4-kinase, type II, gamma a (EC:2.7.1.149); K00920 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]
dre:368846	si:dz228j01.6; si:busm1-228j01.6
dre:386966	erbb2, wu:fv70f10, zgc:63601; erb-b2 receptor tyrosine kinase 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]
dre:100216485	pmchl, Pmch1, fj37c10, wu:fj37c10; pro-melanin-concentrating hormone, like
dre:406500	akap8l, wu:fc52f04, wu:fe38d08, wu:fm58f09, zgc:85966; A kinase (PRKA) anchor protein 8-like; K15978 A-kinase anchor protein 8-like protein
dre:100126136	znf1124, zgc:173573; zinc finger protein 1124
dre:565373	agrn, hm:gc12, wu:fb57e07; agrin; K06254 agrin
dre:100093704	smim7, im:7163226, wu:fk45g03, zgc:165531; small integral membrane protein 7
dre:567774	ergic1, ERGIC-32, zgc:114085; endoplasmic reticulum-golgi intermediate compartment 1
dre:445488	morc2, im:6911946, wu:fa19f10, zgc:92010; MORC family CW-type zinc finger 2
dre:436791	mrpl46, wu:fk88g07, zgc:92810; mitochondrial ribosomal protein L46; K17427 large subunit ribosomal protein L46
dre:100137118	luzp2, si:ch211-243k12.1, si:dkey-239j7.1, si:dkeyp-86e4.1; leucine zipper protein 2
dre:555282	dpt, si:dkey-98p3.2, zgc:136613; dermatopontin
dre:574421	nif3l1, im:6900987, zgc:110030; NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)
dre:407656	shtn1, gb:bc139653, si:ch73-56p18.4; shootin 1
dre:100126111	znf1137, zgc:173617; zinc finger protein 1137
dre:100628943	mir737, dre-mir-737; microRNA 737
dre:100628646	mir221, dre-mir-221; microRNA 221; K17010 microRNA 221
dre:100628950	mir222, dre-mir-222; microRNA 222; K17011 microRNA 222
dre:100628678	mir26a-2, dre-mir-26a-2; microRNA 26a-2; K16984 microRNA 26a
dre:100628779	mir181a-2, dre-mir-181a-2; microRNA 181a-2; K17025 microRNA 181a
dre:100628953	mir30a, dre-mir-30a; microRNA 30a; K17110 microRNA 30a/d/e
dre:100628790	vtrna4, dre-mir-733, mir733; vault RNA 4
dre:100628691	mir101b, dre-mir-101b; microRNA 101b; K17129 microRNA 101
dre:100003969	wu:fi43a09, wu:fi48c04; zgc:165551
dre:369197	stat5a, Stat5, stat5.1, stat5b; signal transducer and activator of transcription 5a; K11224 signal transducer and activator of transcription 5B
dre:606499	znf1024, zgc:113100; zinc finger protein 1024
dre:323163	fbxl6, fb83e10, im:7160995, wu:fb83e10; F-box and leucine-rich repeat protein 6
dre:436628	wu:fb74b01; zgc:92139 (EC:3.4.24.15); K01392 thimet oligopeptidase [EC:3.4.24.15]
dre:406570	wfikkn1, Gasp2, wfikkn, zgc:85816; WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1
dre:30548	foxd3, fkd-6, fkd6, fkh6, forkhead-6, zgc:111934; forkhead box D3; K09397 forkhead box protein D
dre:563937	nppcl, fj39g12, wu:fj39g12; natriuretic peptide precursor C-like protein
dre:564090	fk54g04, wu:fk54g04; zgc:193593
dre:558921	fosl2, fra2, wu:fl03b09, wu:fl17h04, xx:fl17h04, zgc:158347; fos-like antigen 2; K09030 fos-like antigen 2
dre:492579	efcab6, im:7142172; EF-hand calcium binding domain 6
dre:559470	faap24, zgc:162267; Fanconi anemia core complex associated protein 24; K10898 fanconi anemia-associated protein
dre:393954	znf143b, Zfp143, zgc:66276, znf143; zinc finger protein 143b (EC:2.7.10.2)
dre:393223	fzr1a, fzr1, zgc:55450; fizzy/cell division cycle 20 related 1a; K03364 cell division cycle 20-like protein 1, cofactor of APC complex
dre:492770	gorasp1a, cb744, gorasp1, zgc:101588; golgi reassembly stacking protein 1a
dre:140427	hsf2, zfHSF2; heat shock transcription factor 2; K09415 heat shock transcription factor 2
dre:560281	flii, im:7141769; flightless I actin binding protein
dre:436933	sesn1, si:ch211-51a19.4, zgc:103669, zgc:91970; sestrin 1; K10141 sestrin
dre:100038765	dkk3b, dkk3, si:dkey-80c24.6; dickkopf WNT signaling pathway inhibitor 3b
dre:406742	cmtr2, MTr2, ftsjd1, wu:fj48c05, zgc:55686; cap methyltransferase 2 (EC:2.1.1.296); K14590 cap2 methyltransferase [EC:2.1.1.296]
dre:569819	asphd2, zgc:153516; aspartate beta-hydroxylase domain containing 2 (EC:1.14.11.-)
dre:325179	inppl1a, INPPL1-A, SHIP-2A, fc58a04, ship2a, wu:fc58a04, zgc:198309; inositol polyphosphate phosphatase-like 1a (EC:3.1.3.86); K15909 phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 [EC:3.1.3.86]
dre:101887082	trpc3; transient receptor potential cation channel, subfamily C, member 3; K04966 transient receptor potential cation channel subfamily C member 3
dre:564754	nat8l, sb:cb562, zgc:162648; N-acetyltransferase 8-like (EC:2.3.1.17); K18309 aspartate N-acetyltransferase [EC:2.3.1.17]
dre:114415	neurod6b, atoh2b, ndr1b, zNdr1b, zgc:92543; neuronal differentiation 6b
dre:550460	hexa, zgc:112084; hexosaminidase A (alpha polypeptide) (EC:3.2.1.52); K12373 hexosaminidase [EC:3.2.1.52]
dre:338246	bmper, cvl2, id:ibd5071; BMP binding endothelial regulator
dre:393729	rwdd3, zgc:73229; RWD domain containing 3
dre:323368	ints10, fc31c07, wu:fb96d03, wu:fc31c07, wu:fi39h05, zgc:111853, zgc:136485; integrator complex subunit 10; K13147 integrator complex subunit 10
dre:322909	cald1a, cald1, cald1l, fb76e12, wu:fb76e12, zgc:171553; caldesmon 1a; K12327 caldesmon
dre:368488	bcap31, si:bz30i22.4, si:rp71-30i22.4, zgc:56389; B-cell receptor-associated protein 31; K14009 B-cell receptor-associated protein 31
dre:557983	arhgef1b, im:7155372, zgc:136551; Rho guanine nucleotide exchange factor (GEF) 1b
dre:797099	fam207a, si:dkeyp-84a8.8, zgc:153058; family with sequence similarity 207, member A
dre:406720	golga5, im:7153094, sb:cb898, wu:fd50h11, zgc:66400; golgin A5
dre:394003	cpne5b, cpne5, zgc:64194; copine Vb
dre:560200	pimr132, si:dkey-197d18.2; Pim proto-oncogene, serine/threonine kinase, related 132
dre:100006181	pimr51, si:dkey-236a14.5; Pim proto-oncogene, serine/threonine kinase, related 51
dre:561422	pimr110, si:ch211-215m21.17; Pim proto-oncogene, serine/threonine kinase, related 110
dre:567487	pimr140, si:dkey-236a14.6; Pim proto-oncogene, serine/threonine kinase, related 140
dre:799351	pimr166, zgc:162824; Pim proto-oncogene, serine/threonine kinase, related 166
dre:799443	b3glcta, b3galtla, si:dkey-1o1.2; beta 3-glucosyltransferase a; K13675 UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]
dre:561550	pimr128, si:ch211-10j20.1; Pim proto-oncogene, serine/threonine kinase, related 128
dre:449830	jagn1a, zgc:101070; jagunal homolog 1a
dre:30166	mpp7a, dlg3, hmp, mpp7; membrane protein, palmitoylated 7a (MAGUK p55 subfamily member 7)
dre:100000126	v-fbpl, zmp:0000000612; si:ch1073-376c22.1
dre:100006444	pimr141, si:dkey-236a14.13; Pim proto-oncogene, serine/threonine kinase, related 141
dre:564793	pimr136, si:dkey-217m5.9; Pim proto-oncogene, serine/threonine kinase, related 136
dre:767638	ftr86, fi29b07, wu:fi29b07, zgc:153258; finTRIM family, member 86
dre:368199	bdkrb1, bdkrb2; bradykinin receptor B1; K03916 bradykinin receptor B2
dre:100126116	si:dkey-28d5.13
dre:799571	foxb1b, fkd5, fkh5, foxb1.1, zgc:100768; forkhead box B1b
dre:334608	vapa, wu:fa14e12, zgc:65776, zgc:77382; VAMP (vesicle-associated membrane protein)-associated protein A; K06096 vesicle-associated membrane protein-associated protein A
dre:368883	rab1ab, RAB1B, RAS, fb53a02, oncogene, rab1a, si:zc101n13.3, wu:fb53a02; RAB1A, member RAS oncogene family b; K07874 Ras-related protein Rab-1A
dre:561215	gabpb2b, im:7142141, si:dkey-77n11.3, zgc:154003; GA binding protein transcription factor, beta subunit 2b (EC:3.2.1.3); K09454 GA-binding protein transcription factor, beta
dre:566557	furina, furin, si:dkey-281a24.5; furin (paired basic amino acid cleaving enzyme) a; K01349 furin [EC:3.4.21.75]
dre:336712	rpl10, QM, fa93d03, rpl-10, wu:fa93d03, zgc:56154; ribosomal protein L10 (EC:3.6.5.3); K02866 large subunit ribosomal protein L10e
dre:58216	atoh7, ath5, zath5; atonal bHLH transcription factor 7; K09083 atonal protein 1/7
dre:493915	atoh1b, Atoh1.2; atonal bHLH transcription factor 1b
dre:387259	figla, FIGalpha, fig1a, zgc:109752; folliculogenesis specific bHLH transcription factor; K09066 factor in the germline alpha
dre:553283	pcxa, pcl, zgc:123047; pyruvate carboxylase a (EC:6.4.1.1)
dre:100141494	znf1147, zgc:175008; zinc finger protein 1147
dre:393851	klhl7, si:ch1073-75p9.2, zgc:63520; kelch-like family member 7; K10445 kelch-like protein 7
dre:565126	senp8, zgc:153043; SUMO/sentrin peptidase family member, NEDD8 specific (EC:3.4.22.68); K08597 sentrin-specific protease 8 [EC:3.4.22.68]
dre:30303	atoh1a, Atoh1.1, ZATH-1, Zath1a, ath1, atoh1, zath1, zgc:136417; atonal bHLH transcription factor 1a; K09083 atonal protein 1/7
dre:406374	hapln3, zgc:85609; hyaluronan and proteoglycan link protein 3 (EC:3.1.2.15); K06852 hyaluronan and proteoglycan link protein 3
dre:321552	smyhc1, fb18g10, im:6897999, wu:fb18g10; slow myosin heavy chain 1; K10352 myosin heavy chain
dre:326845	slco1d1, fe36b05, wu:fe36b05, zgc:163027; solute carrier organic anion transporter family, member 1D1
dre:406684	vps26b, wu:fb49d07, wu:fb50d06, zgc:56297; VPS26 retromer complex component B; K18466 vacuolar protein sorting-associated protein 26
dre:557316	unc5c, wu:fb03d07; unc-5 netrin receptor C; K07521 netrin receptor unc-5
dre:494130	unc5b, unc5h2; unc-5 netrin receptor B; K07521 netrin receptor unc-5
dre:790930	nell2a, nell2, wu:fj43h11, zgc:158375; neural EGFL like 2a
dre:337514	mpx, fj80f04, mpo, wu:fj80f04; myeloid-specific peroxidase (EC:1.11.1.7); K10788 eosinophil peroxidase [EC:1.11.1.7]
dre:550364	unc45a, zgc:112031; unc-45 myosin chaperone A
dre:100141333	znf1014, zgc:171570; zinc finger protein 1014
dre:799734	unc5a, zgc:175190; unc-5 netrin receptor A; K07521 netrin receptor unc-5
dre:322275	rad21a, rad21, wu:fb55d02, wu:fb93f04; RAD21 cohesin complex component a; K06670 cohesin complex subunit SCC1
dre:266640	unc45b, Unc-45B, cb393, unc45r, wu:fa05a03, wu:fa10f03, wu:fb37f02, wu:fb96f06, wu:fc10f04; unc-45 myosin chaperone B
