mmu:106740	no KO assigned | (RefSeq) uncharacterized LOC106740
mmu:239337	K08626 a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-] | (RefSeq) Adamts12, ADAMTS-12, AI605170; a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
mmu:240322	K08633 a disintegrin and metalloproteinase with thrombospondin motifs 19 [EC:3.4.24.-] | (RefSeq) Adamts19, 4831407I23Rik, AU015154, D230034E10Rik; a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19
mmu:215458	no KO assigned | (RefSeq) uncharacterized LOC215458
mmu:12161	K16620 bone morphogenetic protein 6 | (RefSeq) Bmp6, D13Wsu115e, Vgr1; bone morphogenetic protein 6
mmu:11705	K04665 anti-mullerian hormone | (RefSeq) Amh, MIS; anti-Mullerian hormone
mmu:110075	K05496 bone morphogenetic protein 3/3B | (RefSeq) Bmp3, 9530029I04Rik; bone morphogenetic protein 3
mmu:14585	K19895 GDNF family receptor alpha 1 | (RefSeq) Gfra1, AU042498; glial cell line derived neurotrophic factor family receptor alpha 1
mmu:14586	no KO assigned | (RefSeq) Gfra2; glial cell line derived neurotrophic factor family receptor alpha 2
mmu:11782	K12403 AP-4 complex subunit sigma-1 | (RefSeq) Ap4s1, AI314282; adaptor-related protein complex AP-4, sigma 1
mmu:12160	K04663 bone morphogenetic protein 5 | (RefSeq) Bmp5, AU023399, se; bone morphogenetic protein 5
mmu:12162	K16621 bone morphogenetic protein 7 | (RefSeq) Bmp7, OP1; bone morphogenetic protein 7
mmu:192656	K08846 receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1] | (RefSeq) Ripk2, 2210420D18Rik, CARD3, CARDIAK, CCK, D4Bwg0615e, RICK, RIP2; receptor (TNFRSF)-interacting serine-threonine kinase 2
mmu:66488	no KO assigned | (RefSeq) Fam136a, 2010309E21Rik, AW124904, Hyccin; family with sequence similarity 136, member A
mmu:14559	K05495 growth differentiation factor 1/3 | (RefSeq) Gdf1, AI385651, Gdf-1; growth differentiation factor 1
mmu:12163	K16622 bone morphogenetic protein 8 | (RefSeq) Bmp8a, Bmp7r1, OP-2, OP2; bone morphogenetic protein 8a
mmu:12164	K16622 bone morphogenetic protein 8 | (RefSeq) Bmp8b, Op3; bone morphogenetic protein 8b
mmu:14588	no KO assigned | (RefSeq) Gfra4, AW060733, G630015H18Rik; glial cell line derived neurotrophic factor family receptor alpha 4
mmu:93898	K04710 ceramide synthetase [EC:2.3.1.24] | (RefSeq) Cers1, Lass1, Uog-1, to; ceramide synthase 1
mmu:17700	K05497 growth differentiation factor 8/11 | (RefSeq) Mstn, Cmpt, Gdf8; myostatin
mmu:12165	K05503 bone morphogenetic protein 9/10 | (RefSeq) Gdf2, Bmp9; growth differentiation factor 2
mmu:14566	K05498 growth differentiation factor 9/9B | (RefSeq) Gdf9, Gdf-9; growth differentiation factor 9
mmu:16857	K10091 galectin-4 | (RefSeq) Lgals6, galectin-6; lectin, galactose binding, soluble 6
mmu:16323	K04667 inhibin, beta | (RefSeq) Inhba; inhibin beta-A
mmu:16322	K05500 inhibin, alpha | (RefSeq) Inha, AW555078; inhibin alpha
mmu:12752	K12389 battenin | (RefSeq) Cln3, AI323623; ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)
mmu:14778	K00432 glutathione peroxidase [EC:1.11.1.9] | (RefSeq) Gpx3, AA960521, EGPx, GPx, GSHPx-3, GSHPx-P; glutathione peroxidase 3
mmu:70495	K19514 renin receptor | (RefSeq) Atp6ap2, (P)RR, 5730403E06Rik, APT6M8-9, ATP6M8-9, Atp6ip2, M8-9, PRR; ATPase, H+ transporting, lysosomal accessory protein 2
mmu:74466	no KO assigned | (RefSeq) Mfsd13b, 4933427G17Rik; major facilitator superfamily domain containing 13B
mmu:68347	no KO assigned | (RefSeq) Mettl26, 0610011F06Rik; methyltransferase like 26
mmu:227094	no KO assigned | (RefSeq) Nemp2, 5330401P04Rik, 9830163O08, Tmem194b; nuclear envelope integral membrane protein 2
mmu:16324	K04667 inhibin, beta | (RefSeq) Inhbb; inhibin beta-B
mmu:433215	no KO assigned | (RefSeq) Tmem262; transmembrane protein 262
mmu:58991	K05254 ghrelin | (RefSeq) Ghrl, 2210006E23Rik, Ghr, MTLRP, MTLRPAP, m46; ghrelin
mmu:75146	no KO assigned | (RefSeq) Mfsd13a, 4930449A08Rik, 4930538D17Rik, Tmem180; major facilitator superfamily domain containing 13a
mmu:76713	no KO assigned | (RefSeq) Slc6a21, 1700039E15Rik, Gm19188; solute carrier family 6 member 21
mmu:243753	no KO assigned | (RefSeq) Slc23a4, 2010107G12Rik, Gm468; solute carrier family 23 member 4
mmu:236848	no KO assigned | (RefSeq) Tmem185a; transmembrane protein 185A
mmu:16325	K04667 inhibin, beta | (RefSeq) Inhbc; inhibin beta-C
mmu:210035	no KO assigned | (RefSeq) Nemp1, Tmem194, Tmem194a; nuclear envelope integral membrane protein 1
mmu:219094	no KO assigned | (RefSeq) Khnyn, 6330555F21, 9130227C08Rik, AI605259, Kiaa0323, mKIAA0323; KH and NYN domain containing
mmu:14751	K01810 glucose-6-phosphate isomerase [EC:5.3.1.9] | (RefSeq) Gpi1, Amf, Gpi, Gpi-1, Gpi-1r, Gpi-1s, Gpi-1t, Gpi1-r, Gpi1-s, Gpi1-t, Gpi1s, MF, NK, NK/GPI, Nlk, Org, Pgi, Phi; glucose phosphate isomerase 1
mmu:18119	K04666 nodal | (RefSeq) Nodal, Tg.413d; nodal
mmu:18188	no KO assigned | (RefSeq) Nrtn, NTN; neurturin
mmu:15894	K06490 intercellular adhesion molecule 1 | (RefSeq) Icam1, CD54, Icam-1, Ly-47, MALA-2; intercellular adhesion molecule 1
mmu:19197	no KO assigned | (RefSeq) Pspn, PSP; persephin
mmu:15211	K12373 hexosaminidase [EC:3.2.1.52] | (RefSeq) Hexa, Hex-1; hexosaminidase A
mmu:216805	K09594 folliculin | (RefSeq) Flcn, AU014660, B430214A04Rik, Bhd, FLCL; folliculin
mmu:16593	K10407 kinesin light chain | (RefSeq) Klc1, AI874768, Kns2; kinesin light chain 1
mmu:226243	K08648 hyaluronan binding protein 2 [EC:3.4.21.-] | (RefSeq) Habp2, AI035669, FSAP, HABP, HGFAL, PHBP; hyaluronic acid binding protein 2
mmu:84506	no KO assigned | (RefSeq) Hamp, Hamp1, Hepc, Hepc1; hepcidin antimicrobial peptide
mmu:67118	K15684 bifunctional apoptosis regulator | (RefSeq) Bfar, 3010001A07Rik, 3110001I22Rik, AI666707, AW107665, Bar, Rnf47; bifunctional apoptosis regulator
mmu:15439	K16142 haptoglobin | (RefSeq) Hp, HP-1, preHP2; haptoglobin
mmu:320202	K04668 left-right determination factor | (RefSeq) Lefty2, 6030463A22Rik, Ebaf, Lefta, Leftb, lefty-2, lefty-B; left-right determination factor 2
mmu:66438	no KO assigned | (RefSeq) Hamp2, 1810073K19Rik, HEPC2; hepcidin antimicrobial peptide 2
mmu:15442	K07964 heparanase [EC:3.2.1.166] | (RefSeq) Hpse, HSE1, Hpa, Hpr1; heparanase
mmu:100040299	no KO assigned | (RefSeq) Gm2696; predicted gene 2696
mmu:665227	no KO assigned | (RefSeq) Vmn2r94, EG665227; vomeronasal 2, receptor 94
mmu:19711	no KO assigned | (RefSeq) Resp18, AI851012; regulated endocrine-specific protein 18
mmu:11854	K07530 Ras homolog gene family, member D | (RefSeq) Rhod, AI326383, Arhd, Rho, RhoHP1, RhoM; ras homolog family member D
mmu:353328	no KO assigned | (RefSeq) Muc6; mucin 6, gastric
mmu:100503879	no KO assigned | (RefSeq) Gm5901, EG545989; predicted gene 5901
mmu:100502921	no KO assigned | (RefSeq) Gm10142; predicted gene 10142
mmu:100504608	no KO assigned | (RefSeq) Mettl21b; methyltransferase like 21B
mmu:13240	K05230 defensin, alpha | (RefSeq) Defa6, Defcr6; defensin, alpha, 6
mmu:100503471	no KO assigned | (RefSeq) Gm15867, OTTMUSG00000027054; predicted gene 15867
mmu:74122	no KO assigned | (RefSeq) Tmem43, 1200015A22Rik, LUMA; transmembrane protein 43
mmu:21338	K04224 tachykinin receptor 3 | (RefSeq) Tacr3, Nk3r, Nkr, Tac3r; tachykinin receptor 3
mmu:14563	K04664 growth differentiation factor 5 | (RefSeq) Gdf5, BMP-14, Cdmp-1, bp, brp; growth differentiation factor 5
mmu:16337	K04527 insulin receptor [EC:2.7.10.1] | (RefSeq) Insr, 4932439J01Rik, CD220, D630014A15Rik, IR, IR-A, IR-B; insulin receptor
mmu:73480	no KO assigned | (RefSeq) 1700074H08Rik, CH25-211A23.1; RIKEN cDNA 1700074H08 gene
mmu:20266	K04845 voltage-gated sodium channel type I beta | (RefSeq) Scn1b; sodium channel, voltage-gated, type I, beta
mmu:12974	K01647 citrate synthase [EC:2.3.3.1] | (RefSeq) Cs, 2610511A05Rik, 9030605P22Rik, Ahl4, BB234005, Cis; citrate synthase
mmu:19141	K01369 legumain [EC:3.4.22.34] | (RefSeq) Lgmn, AEP, AI746452, AU022324, Prsc1; legumain
mmu:70163	no KO assigned | (RefSeq) Lypd8, 2210415F13Rik; LY6/PLAUR domain containing 8
mmu:14788	K08440 G protein-coupled receptor 162 | (RefSeq) Gpr162, A-2, BC031437, Grca; G protein-coupled receptor 162
mmu:69543	K08584 calpain, small subunit 2 | (RefSeq) Capns2, 2310005G05Rik, 30K-2; calpain, small subunit 2
mmu:19659	no KO assigned | (RefSeq) Rbp1, CRBPI, Crbp, Rbp-1; retinol binding protein 1, cellular
mmu:75573	no KO assigned | (RefSeq) Prr29, 2310007L24Rik; proline rich 29
mmu:57279	K15109 solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29 | (RefSeq) Slc25a20, 1110007P09Rik, C78826, Cact, mCAC; solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20
mmu:20505	K14683 solute carrier family 34 (sodium-dependent phosphate cotransporter) | (RefSeq) Slc34a1, NaPi-IIa, Npt2, Npt2a, Slc17a2; solute carrier family 34 (sodium phosphate), member 1
mmu:12826	K06237 collagen, type IV, alpha | (RefSeq) Col4a1, Bru, Col4a-1, Raw, Svc; collagen, type IV, alpha 1
mmu:14938	K01352 granzyme A [EC:3.4.21.78] | (RefSeq) Gzma, AW494114, Ctla-3, Ctla3, Hf, Hf1, SE1, TSP-1, TSP1; granzyme A
mmu:30805	K08202 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5 | (RefSeq) Slc22a4, Octn1; solute carrier family 22 (organic cation transporter), member 4
mmu:72318	K18441 cytohesin | (RefSeq) Cyth4, 2510004M07Rik, 5830469K17Rik, AI467541, Pscd4, mFLJ00017; cytohesin 4
mmu:383491	no KO assigned | (RefSeq) Prdm14; PR domain containing 14
mmu:66333	K09870 aquaporin-11 | (RefSeq) Aqp11, 1700015P13Rik, AI648923, sjds; aquaporin 11
mmu:59011	no KO assigned | (RefSeq) Myoz1, 2310001N11Rik, AV090278, FATZ, Myoz; myozenin 1
mmu:14462	K17895 GATA-binding protein 3 | (RefSeq) Gata3, Gata-3, jal; GATA binding protein 3
mmu:67974	no KO assigned | (RefSeq) Ccny, 1700025H17Rik, 3110050L10Rik, 4631402G10Rik, 5730405I09Rik; cyclin Y
mmu:230673	no KO assigned | (RefSeq) Ipo13, Imp13, Kap13, Ranbp13; importin 13
mmu:94279	no KO assigned | (RefSeq) Sfxn2, C79732, F630107H02Rik; sideroflexin 2
mmu:66756	no KO assigned | (RefSeq) Cfap97, 1110068E21Rik, 4933411K20Rik, AW049273, Kiaa1430, mKIAA1430; cilia and flagella associated protein 97
mmu:72599	K09583 protein disulfide isomerase family A, member 5 [EC:5.3.4.1] | (RefSeq) Pdia5, 2700053F16Rik, AU015525, Pdir; protein disulfide isomerase associated 5
mmu:233315	K18085 myotubularin-related protein 10/11/12 | (RefSeq) Mtmr10, BB128963, C79734; myotubularin related protein 10
mmu:12399	K09279 runt-related transcription factor 3 | (RefSeq) Runx3, AML2, Cbfa3, Pebp2a3; runt related transcription factor 3
mmu:239435	no KO assigned | (RefSeq) Aard, A5D3, AV328152; alanine and arginine rich domain containing protein
mmu:74732	K08487 syntaxin 11 | (RefSeq) Stx11, 5830405C08Rik; syntaxin 11
mmu:12365	K04401 caspase 14 [EC:3.4.22.-] | (RefSeq) Casp14, MICE, mini-ICE; caspase 14
mmu:24115	K13878 bestrophin-1 | (RefSeq) Best1, Bmd, Vmd2, mBest1; bestrophin 1
mmu:71833	K11805 WD repeat-containing protein 68 | (RefSeq) Dcaf7, 1700012F10Rik, 2610037L01Rik, C86529, HAN11, Wdr68; DDB1 and CUL4 associated factor 7
mmu:56335	K05925 mRNA (2'-O-methyladenosine-N6-)-methyltransferase [EC:2.1.1.62] | (RefSeq) Mettl3, 2310024F18Rik, M6A, Spo8; methyltransferase like 3
mmu:76789	K18633 mitotic-spindle organizing protein 1 | (RefSeq) Mzt1, 2410129H14Rik, AI120158, Mozart1; mitotic spindle organizing protein 1
mmu:56496	K17295 tetraspanin-6 | (RefSeq) Tspan6, 6720473L21Rik, AI316786, T245, TSPAN-6, Tm4sf, Tm4sf6; tetraspanin 6
mmu:98386	K19532 lamin-B receptor | (RefSeq) Lbr, AI505894, ic; lamin B receptor
mmu:60363	K06087 claudin | (RefSeq) Cldn15, 2210009B08Rik, BB107105; claudin 15
mmu:319670	K18597 echinoderm microtubule-associated protein-like 5 | (RefSeq) Eml5, BC027154, C130068M19Rik; echinoderm microtubule associated protein like 5
mmu:11832	K08771 aquaporin-7 | (RefSeq) Aqp7, AQP7L, AQPap; aquaporin 7
mmu:16699	no KO assigned | (RefSeq) Krtap13, 4C32; keratin associated protein 13
mmu:60594	K04740 calpain-12 [EC:3.4.22.-] | (RefSeq) Capn12, CANP_12; calpain 12
mmu:58521	no KO assigned | (RefSeq) Eid1, 2610002K20Rik, Cri1, EID-1, ORF12, PNAS-22, PTD014; EP300 interacting inhibitor of differentiation 1
mmu:74548	no KO assigned | (RefSeq) Gsdmc4, 9030605I04Rik; gasdermin C4
mmu:26965	K03347 cullin 1 | (RefSeq) Cul1; cullin 1
mmu:230784	K20394 sestrin 2 | (RefSeq) Sesn2, HI95, SEST2, Ses2; sestrin 2
mmu:12364	K04741 caspase 12 [EC:3.4.22.-] | (RefSeq) Casp12; caspase 12
mmu:11827	K09865 aquaporin-2 | (RefSeq) Aqp2, AQP-CD, WCH-CD, cph, jpk; aquaporin 2
mmu:114873	K06768 Down syndrome cell adhesion molecule-like protein 1 | (RefSeq) Dscaml1, 4921507G06Rik, 4930435C18Rik, BB239540, mKIAA1132; Down syndrome cell adhesion molecule like 1
mmu:73259	no KO assigned | (RefSeq) Cib4, 1700041E20Rik; calcium and integrin binding family member 4
mmu:12738	K06087 claudin | (RefSeq) Cldn2, AL022813; claudin 2
mmu:54198	K17918 sorting nexin-3/12 | (RefSeq) Snx3, SDP3; sorting nexin 3
mmu:68159	K08487 syntaxin 11 | (RefSeq) Stx19, A030009B12Rik; syntaxin 19
mmu:237560	no KO assigned | (RefSeq) Lrrc10, D330003I11Rik, Hrlrrp, Serdin1; leucine rich repeat containing 10
mmu:26370	K10840 centrin-2 | (RefSeq) Cetn2, 1110034A02Rik, AI326150, Calt, caltractin; centrin 2
mmu:67630	no KO assigned | (RefSeq) Samd8, 1110053F04Rik, 1700010P07Rik, SMSr; sterile alpha motif domain containing 8
mmu:74202	no KO assigned | (RefSeq) Fblim1, 2410043F08Rik, Cal, Fblp1, Gt10, migfilin, migfilin(s); filamin binding LIM protein 1
mmu:226432	K20224 importin-9 | (RefSeq) Ipo9, 0710008K06Rik, AI845704, C78347, Imp9, Ranbp9, mKIAA1192; importin 9
mmu:212706	no KO assigned | (RefSeq) N4bp3, C330016O10Rik; NEDD4 binding protein 3
mmu:69938	K14358 secernin | (RefSeq) Scrn1, 2810019K23Rik, 6330535A03Rik, AI852905, SES1, mKIAA0193; secernin 1
mmu:18012	K08033 neurogenic differentiation factor 1 | (RefSeq) Neurod1, BETA2, BHF-1, Nd1, Neurod, bHLHa3; neurogenic differentiation 1
mmu:67278	K14973 PAXIP1-associated protein 1 | (RefSeq) Pagr1a, 2900092E17Rik, C77040, PA1, PAGR1; PAXIP1 associated glutamate rich protein 1A
mmu:382014	K19502 anoctamin-8 | (RefSeq) Ano8, BC053460, Tmem16h; anoctamin 8
mmu:18150	K11278 nucleophosmin 3 | (RefSeq) Npm3, Nub1; nucleoplasmin 3
mmu:26942	K19870 sperm-associated antigen 1 | (RefSeq) Spag1, tpis; sperm associated antigen 1
mmu:238328	no KO assigned | (RefSeq) Vash1, AI834978, D930046M13Rik, G630009D10Rik; vasohibin 1
mmu:233020	K08826 homeodomain interacting protein kinase [EC:2.7.11.1] | (RefSeq) Hipk4, Gm162; homeodomain interacting protein kinase 4
mmu:230753	K13112 thyroid hormone receptor-associated protein 3 | (RefSeq) Thrap3, 9330151F09Rik, B230333E16Rik, Trap150; thyroid hormone receptor associated protein 3
mmu:27260	K19993 pleckstrin | (RefSeq) Plek2; pleckstrin 2
mmu:70292	K18616 actin filament associated protein 1 | (RefSeq) Afap1, 2600003E23Rik, 9630044L16Rik, AI848729, Afap, mKIAA3018; actin filament associated protein 1
mmu:17752	K14741 metallothionein 4 | (RefSeq) Mt4, MT-IV; metallothionein 4
mmu:239931	K06087 claudin | (RefSeq) Cldn17; claudin 17
mmu:99375	K10609 cullin 4 | (RefSeq) Cul4a, 2810470J21Rik, AW495282; cullin 4A
mmu:72536	K20654 T-cell activation Rho GTPase-activating protein | (RefSeq) Tagap, 2610315E15Rik; T cell activation Rho GTPase activating protein
mmu:72183	K17920 sorting nexin-5/6/32 | (RefSeq) Snx6, 2010006G21Rik, 2610032J07Rik, 2810425K19Rik, AU018928, C85963; sorting nexin 6
mmu:20239	no KO assigned | (RefSeq) Atxn2, 9630045M23Rik, ATX2, AW544490, Sca2; ataxin 2
mmu:77116	K18081 myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95] | (RefSeq) Mtmr2, 6030445P13Rik; myotubularin related protein 2
mmu:13166	K00503 dopamine beta-monooxygenase [EC:1.14.17.1] | (RefSeq) Dbh; dopamine beta hydroxylase
mmu:170625	K17923 sorting nexin-9/18/33 | (RefSeq) Snx18, Snag1; sorting nexin 18
mmu:12450	K10145 cyclin G1 | (RefSeq) Ccng1, AI314029; cyclin G1
mmu:229707	no KO assigned | (RefSeq) Strip1, 6330569M22Rik, 6530401O14Rik, Fam40a; striatin interacting protein 1
mmu:74222	K16941 septin 14 | (RefSeq) Sept14, 1700016K13Rik; septin 14
mmu:19419	K04350 RAS guanyl-releasing protein 1 | (RefSeq) Rasgrp1, Rasgrp; RAS guanyl releasing protein 1
mmu:232944	K08798 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1] | (RefSeq) Mark4, 2410090P21Rik, C79806, Markl1; MAP/microtubule affinity regulating kinase 4
mmu:225898	K18596 echinoderm microtubule-associated protein-like 3 | (RefSeq) Eml3, BC022146; echinoderm microtubule associated protein like 3
mmu:53890	no KO assigned | (RefSeq) Sart3, AU045857, mKIAA0156; squamous cell carcinoma antigen recognized by T cells 3
mmu:243864	no KO assigned | (RefSeq) Mill2, Micb; MHC I like leukocyte 2
mmu:70231	no KO assigned | (RefSeq) Gorasp2, 0610011A07Rik, 2410043M02Rik, 5730520M13Rik, 9430094F20Rik, AW552058, GOLPH2, GRASP55, GRS2, p59; golgi reassembly stacking protein 2
mmu:229363	K01951 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2] | (RefSeq) Gmps, 670032, AA591640, AI047208, Gm9479; guanine monophosphate synthetase
mmu:20912	K15301 syntaxin-binding protein 3 | (RefSeq) Stxbp3, Munc-18c, Stxbp3a, Sxtbp3, Unc18-3; syntaxin binding protein 3
mmu:70423	K17297 tetraspanin-15 | (RefSeq) Tspan15, 1110036D12Rik, 2700063A19Rik, AW048364, Tm4sf15; tetraspanin 15
mmu:74174	no KO assigned | (RefSeq) Gtsf1, 1700006H03Rik, Cue110; gametocyte specific factor 1
mmu:21346	K20526 transgelin | (RefSeq) Tagln2, 2700094C18Rik, SM22beta, Sm22B, Sm22a; transgelin 2
mmu:73703	no KO assigned | (RefSeq) Dppa2, 2410088E07Rik, C80932, D19Mgi18, ECAT15-2; developmental pluripotency associated 2
mmu:71745	K03870 cullin 2 | (RefSeq) Cul2, 1300003D18Rik, 4932411N15Rik, AI327301, mKIAA4106; cullin 2
mmu:70925	no KO assigned | (RefSeq) Cdkn2aip, 4921511I16Rik, AW208986, CARF; CDKN2A interacting protein
mmu:12449	K10289 F-box protein 1 (cyclin F) | (RefSeq) Ccnf, CycF, Fbxo1; cyclin F
mmu:56036	no KO assigned | (RefSeq) Ccnl2, 1700010A01Rik, 1810019L15Rik, 2010319M22Rik, AA409936, AW261738, Ania-6b, HCLA-150, Pcee, SB138; cyclin L2
mmu:94178	K04992 mucolipin 1 | (RefSeq) Mcoln1, 2210015I05Rik, TRPML1, mucolipidin; mucolipin 1
mmu:381122	K08581 calpain-13 [EC:3.4.22.-] | (RefSeq) Capn13, CANP_13, Gm943; calpain 13
mmu:71982	K17924 sorting nexin-10/11 | (RefSeq) Snx10, 2410004M09Rik; sorting nexin 10
mmu:52589	K19695 neurocalcin delta | (RefSeq) Ncald, AI848120, D030020D09Rik, D15Ertd412e; neurocalcin delta
mmu:75497	no KO assigned | (RefSeq) Fabp12, 1700008G05Rik; fatty acid binding protein 12
mmu:12889	K15294 complexin-1/2 | (RefSeq) Cplx1, 921-S; complexin 1
mmu:18946	K14074 pancreatic lipase-related protein 1 [EC:3.1.1.3] | (RefSeq) Pnliprp1, Plrp1; pancreatic lipase related protein 1
mmu:21350	K09068 T-cell acute lymphocytic leukemia protein | (RefSeq) Tal2, bHLHa19; T cell acute lymphocytic leukemia 2
mmu:226356	no KO assigned | (RefSeq) Cfap221, Gm101, Pcdp1; cilia and flagella associated protein 221
mmu:26369	K16465 centrin-1 | (RefSeq) Cetn1, caltractin; centrin 1
mmu:20286	no KO assigned | (RefSeq) Zc3h7b, Gm627, Scrg3, Zc2h7b, mKIAA1031; zinc finger CCCH type containing 7B
mmu:71840	K18631 tektin-4 | (RefSeq) Tekt4, 1700010L19Rik; tektin 4
mmu:23980	no KO assigned | (RefSeq) Pebp1, HCNP, Pbp, Pbp1, Pbpr, Rkip; phosphatidylethanolamine binding protein 1
mmu:56057	K14443 protein Tob/BTG | (RefSeq) Btg4, C86116, PC3B; B cell translocation gene 4
mmu:70549	K06271 talin | (RefSeq) Tln2, 5730421P04Rik, AI507121, AI787438, AL118320, mKIAA0320; talin 2
mmu:406218	K20857 pannexin 2/3 | (RefSeq) Panx2; pannexin 2
mmu:235134	K11671 nuclear factor related to kappa-B-binding protein | (RefSeq) Nfrkb, A530090G11Rik; nuclear factor related to kappa B binding protein
mmu:74342	K16665 leucine-rich repeat transmembrane neuronal protein 1/2 | (RefSeq) Lrrtm1, 4632401D06Rik, AW125451; leucine rich repeat transmembrane neuronal 1
mmu:50875	K10370 tropomodulin | (RefSeq) Tmod3, U-Tmod, UTMOD; tropomodulin 3
mmu:78885	K18619 coronin-7 | (RefSeq) Coro7, 0610011B16Rik, AW048373, AW556392; coronin 7
mmu:71062	K18630 tektin-3 | (RefSeq) Tekt3, 4933407G07Rik; tektin 3
mmu:12428	K06627 cyclin A | (RefSeq) Ccna2, AA408589, Ccn-1, Ccn1, Ccna, CycA2, Cyca; cyclin A2
mmu:66118	K18732 SAP domain-containing ribonucleoprotein | (RefSeq) Sarnp, 1110005A23Rik, Cip29; SAP domain containing ribonucleoprotein
mmu:57258	no KO assigned | (RefSeq) Xpo4, B430309A01Rik, mKIAA1721; exportin 4
mmu:226564	K00485 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] | (RefSeq) Fmo4, D1Ertd532e; flavin containing monooxygenase 4
mmu:18643	K05759 profilin | (RefSeq) Pfn1, Pfn; profilin 1
mmu:234219	no KO assigned | (RefSeq) Helt, A830086M02, Hesl, Heslike, Mgn, megane; helt bHLH transcription factor
mmu:74257	K10303 F-box protein 23 | (RefSeq) Tspan17, 2210021G21Rik, AI047581, Fbxo23, Tm4sf17; tetraspanin 17
mmu:240665	no KO assigned | (RefSeq) Ccnj, D430039C20Rik; cyclin J
mmu:54420	K06087 claudin | (RefSeq) Cldn8, AI648025; claudin 8
mmu:110521	K09239 human immunodeficiency virus type I enhancer-binding protein | (RefSeq) Hivep1, Cryabp1; human immunodeficiency virus type I enhancer binding protein 1
